#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.7913  -37.5813  -37.5787  -37.5733  -18.4938  -18.4921  -18.4875  -18.3652  -18.3632  -18.3591  -18.3346  -18.3313  -18.3260   -9.9110   -9.9001   -9.8299   -9.7720   -9.6991   -9.6862   -3.7203   -3.4993   -3.4528   -3.0183   -2.9899   -2.8697   -2.0320   -1.9555   -1.9445   -1.9145   -1.7699   -1.5546   -1.4456   -1.4434   -1.4306   -1.4240   -1.2208   -1.2044    1.4473    1.9195    2.1073    2.7248    2.8674    2.9020    3.6894    4.1166    4.2363    5.0499    5.1216    5.3942
  0.8478  -37.5812  -37.5786  -37.5732  -18.4959  -18.4942  -18.4897  -18.3646  -18.3625  -18.3584  -18.3351  -18.3317  -18.3265   -9.9002   -9.8999   -9.8268   -9.7642   -9.6880   -9.6869   -3.7447   -3.4989   -3.4980   -3.0215   -3.0195   -2.8794   -1.9611   -1.9585   -1.9401   -1.9382   -1.7777   -1.5223   -1.4662   -1.4614   -1.4528   -1.4395   -1.2194   -1.2193    1.4091    2.0034    2.0076    2.7169    2.8668    2.8704    3.6974    4.1798    4.1822    5.0796    5.1639    5.4044
  0.8478  -37.5923  -37.5897  -37.5843  -18.4246  -18.4225  -18.4186  -18.2908  -18.2894  -18.2881  -18.2871  -18.2829  -18.2821  -10.5065  -10.5051  -10.2896  -10.1891   -9.9295   -9.9290   -3.6455   -3.6444   -2.6225   -2.4674   -0.9527   -0.9511   -0.8781   -0.8758   -0.8748   -0.8728   -0.7123   -0.7097   -0.5001   -0.4980   -0.2984   -0.2980   -0.2965   -0.2955    2.6779    2.6830    3.6256    3.6740    3.6743    3.6923    3.6944    3.6987    3.6989    3.7007    3.7032    4.4391
  0.8813  -37.5923  -37.5897  -37.5843  -18.4246  -18.4225  -18.4186  -18.2908  -18.2894  -18.2881  -18.2871  -18.2829  -18.2821  -10.5218  -10.4855  -10.3046  -10.1732   -9.9567   -9.9070   -3.7118   -3.5603   -2.7421   -2.3391   -1.1354   -0.8913   -0.8886   -0.8584   -0.8559   -0.7902   -0.7192   -0.7166   -0.4923   -0.4902   -0.3225   -0.3205   -0.2782   -0.2762    2.5021    2.8802    3.6164    3.6491    3.6870    3.6887    3.6943    3.6964    3.7082    3.7099    3.7132    4.4095
  0.9147  -37.5923  -37.5897  -37.5843  -18.4246  -18.4225  -18.4186  -18.2908  -18.2894  -18.2881  -18.2871  -18.2829  -18.2821  -10.5334  -10.4613  -10.3354  -10.1395   -9.9885   -9.8907   -3.7601   -3.4587   -2.9059   -2.1489   -1.3324   -0.9018   -0.8991   -0.8371   -0.8345   -0.7373   -0.7347   -0.6610   -0.4718   -0.4698   -0.3504   -0.3484   -0.2635   -0.2616    2.3595    3.0858    3.5871    3.6319    3.6761    3.6779    3.6992    3.7013    3.7156    3.7207    3.7609    4.3070
  0.9481  -37.5923  -37.5897  -37.5843  -18.4246  -18.4225  -18.4186  -18.2908  -18.2894  -18.2881  -18.2871  -18.2829  -18.2821  -10.5404  -10.4335  -10.3694  -10.1010  -10.0239   -9.8807   -3.7893   -3.3412   -3.0631   -1.9483   -1.5365   -0.9082   -0.9056   -0.8131   -0.8105   -0.7612   -0.7586   -0.5769   -0.4440   -0.4419   -0.3810   -0.3789   -0.2546   -0.2526    2.2666    3.2772    3.5292    3.6218    3.6684    3.6699    3.7055    3.7076    3.7162    3.7181    3.8376    4.1293
  0.9815  -37.5923  -37.5897  -37.5843  -18.4246  -18.4225  -18.4186  -18.2908  -18.2894  -18.2881  -18.2871  -18.2829  -18.2821  -10.5427  -10.4028  -10.4023  -10.0625  -10.0612   -9.8773   -3.7990   -3.2092   -3.2084   -1.7436   -1.7424   -0.9103   -0.9077   -0.7875   -0.7875   -0.7855   -0.7836   -0.5470   -0.4132   -0.4128   -0.4108   -0.4100   -0.2515   -0.2495    2.2337    3.4277    3.4312    3.6185    3.6656    3.6672    3.7108    3.7131    3.7138    3.7149    3.9592    3.9624
  0.9815  -37.5923  -37.5897  -37.5843  -18.4246  -18.4225  -18.4186  -18.2908  -18.2894  -18.2881  -18.2871  -18.2829  -18.2821  -10.5427  -10.4028  -10.4023  -10.0625  -10.0612   -9.8773   -3.7990   -3.2092   -3.2084   -1.7436   -1.7424   -0.9103   -0.9077   -0.7875   -0.7875   -0.7855   -0.7836   -0.5470   -0.4132   -0.4128   -0.4108   -0.4100   -0.2515   -0.2495    2.2337    3.4277    3.4312    3.6185    3.6658    3.6672    3.7108    3.7130    3.7138    3.7155    3.9598    3.9605
  1.0381  -37.5922  -37.5896  -37.5842  -18.4240  -18.4219  -18.4179  -18.2928  -18.2903  -18.2895  -18.2886  -18.2848  -18.2830  -10.5362  -10.3969  -10.3965  -10.0597  -10.0584   -9.8759   -3.7865   -3.2010   -3.2002   -1.7463   -1.7451   -0.9466   -0.9229   -0.8446   -0.8229   -0.7915   -0.7699   -0.5522   -0.4941   -0.4672   -0.4205   -0.3938   -0.3095   -0.2657    2.2492    3.4149    3.4185    3.6244    3.6895    3.6917    3.7020    3.7214    3.7539    3.7804    3.9734    3.9783
  1.0946  -37.5918  -37.5892  -37.5838  -18.4221  -18.4200  -18.4160  -18.2995  -18.2964  -18.2919  -18.2917  -18.2900  -18.2845  -10.5167  -10.3797  -10.3789  -10.0517  -10.0502   -9.8717   -3.7492   -3.1776   -3.1751   -1.7573   -1.7541   -1.0504   -0.9666   -0.9589   -0.8806   -0.8584   -0.7816   -0.6471   -0.5699   -0.5528   -0.5111   -0.4708   -0.4176   -0.3114    2.2905    3.3631    3.3747    3.5690    3.6746    3.7763    3.8014    3.8051    3.8289    3.9134    4.0092    4.0806
  1.1511  -37.5912  -37.5886  -37.5833  -18.4190  -18.4169  -18.4129  -18.3106  -18.3075  -18.3028  -18.2943  -18.2924  -18.2869  -10.4849  -10.3523  -10.3500  -10.0390  -10.0361   -9.8650   -3.6877   -3.1417   -3.1333   -1.7859   -1.7726   -1.2084   -1.1207   -1.0357   -0.9898   -0.9546   -0.8287   -0.8283   -0.7074   -0.6570   -0.6488   -0.6008   -0.4782   -0.3806    2.3476    3.2373    3.3159    3.4792    3.6535    3.7313    3.9538    4.0111    4.0540    4.0740    4.2777    4.5476
  1.2076  -37.5905  -37.5879  -37.5825  -18.4149  -18.4128  -18.4088  -18.3254  -18.3223  -18.3176  -18.2974  -18.2955  -18.2900  -10.4417  -10.3159  -10.3105  -10.0223  -10.0159   -9.8559   -3.6028   -3.0970   -3.0764   -1.8504   -1.8092   -1.4061   -1.3181   -1.1757   -1.1252   -1.0409   -0.9926   -0.9863   -0.9209   -0.8205   -0.7317   -0.6475   -0.5669   -0.4660    2.4129    3.0498    3.2493    3.3707    3.6110    3.6277    4.1159    4.1420    4.1715    4.3000    4.4519    4.5991
  1.2641  -37.5895  -37.5869  -37.5815  -18.4100  -18.4078  -18.4039  -18.3431  -18.3401  -18.3354  -18.3012  -18.2993  -18.2938  -10.3885  -10.2725  -10.2617  -10.0023   -9.9898   -9.8449   -3.4961   -3.0492   -3.0071   -1.9786   -1.8769   -1.6305   -1.5350   -1.3622   -1.2843   -1.2289   -1.1353   -1.1299   -1.0487   -0.9661   -0.8000   -0.7073   -0.6742   -0.5606    2.4769    2.8325    3.1710    3.2717    3.5043    3.5537    4.1873    4.2320    4.3415    4.4377    4.5465    4.8480
  1.3207  -37.5885  -37.5859  -37.5805  -18.4045  -18.4023  -18.3983  -18.3629  -18.3599  -18.3553  -18.3054  -18.3035  -18.2980  -10.3270  -10.2244  -10.2054   -9.9797   -9.9580   -9.8322   -3.3693   -3.0069   -2.9303   -2.1802   -1.9926   -1.8715   -1.7431   -1.5819   -1.5170   -1.3404   -1.2338   -1.2330   -1.1894   -1.0711   -0.8643   -0.7911   -0.7784   -0.6587    2.5240    2.6109    3.0631    3.2063    3.3822    3.4863    3.9676    4.2702    4.4167    4.5733    4.7954    4.9134
  1.3772  -37.5873  -37.5847  -37.5793  -18.3992  -18.3970  -18.3930  -18.3833  -18.3804  -18.3758  -18.3099  -18.3081  -18.3026  -10.2594  -10.1739  -10.1434   -9.9553   -9.9209   -9.8184   -3.2246   -2.9830   -2.8542   -2.4263   -2.1651   -2.1221   -1.9046   -1.8636   -1.6476   -1.4535   -1.3315   -1.3295   -1.2972   -1.1339   -0.9284   -0.9097   -0.8589   -0.7559    2.4015    2.5360    2.9053    3.1959    3.2708    3.4134    3.7550    4.2778    4.3261    4.7343    5.0038    5.1011
  1.4337  -37.5862  -37.5835  -37.5782  -18.4074  -18.4044  -18.4000  -18.3904  -18.3883  -18.3841  -18.3146  -18.3127  -18.3072  -10.1883  -10.1236  -10.0782   -9.9301   -9.8797   -9.8039   -3.0649   -2.9941   -2.8003   -2.6731   -2.3755   -2.3639   -2.1185   -2.0085   -1.7523   -1.5628   -1.4632   -1.4248   -1.3319   -1.1677   -1.0243   -0.9911   -0.9462   -0.8488    2.2156    2.5108    2.6954    3.1557    3.2345    3.3370    3.6263    4.0979    4.3906    4.8171    4.9012    5.2455
  1.4902  -37.5850  -37.5824  -37.5770  -18.4275  -18.4245  -18.4200  -18.3851  -18.3829  -18.3789  -18.3191  -18.3172  -18.3117  -10.1171  -10.0756  -10.0127   -9.9050   -9.8361   -9.7889   -3.0531   -2.9509   -2.8941   -2.7319   -2.6222   -2.5491   -2.3419   -2.0592   -1.8141   -1.6640   -1.5848   -1.5116   -1.3513   -1.1892   -1.1303   -1.0504   -1.0378   -0.9349    2.0614    2.4495    2.4649    3.0383    3.2584    3.2766    3.5780    3.9292    4.4083    4.8972    5.1894    5.3011
  1.5467  -37.5839  -37.5813  -37.5760  -18.4466  -18.4437  -18.4392  -18.3796  -18.3774  -18.3733  -18.3233  -18.3214  -18.3160  -10.0496  -10.0313   -9.9502   -9.8805   -9.7928   -9.7733   -3.1744   -3.1537   -2.8566   -2.7321   -2.7137   -2.7037   -2.5307   -2.0625   -1.8203   -1.7538   -1.6919   -1.5889   -1.3643   -1.2245   -1.2122   -1.1312   -1.1036   -1.0120    1.9457    2.1916    2.4124    2.9350    3.1787    3.2502    3.5784    3.8485    4.4026    4.9550    5.2276    5.3110
  1.6032  -37.5830  -37.5804  -37.5750  -18.4636  -18.4607  -18.4562  -18.3746  -18.3724  -18.3683  -18.3270  -18.3251  -18.3197   -9.9922   -9.9900   -9.8959   -9.8560   -9.7565   -9.7531   -3.3705   -3.2708   -3.0592   -2.8265   -2.7601   -2.7037   -2.5198   -2.0327   -1.8294   -1.7824   -1.7764   -1.6546   -1.3758   -1.3042   -1.2471   -1.2233   -1.1489   -1.0785    1.8730    1.9447    2.3563    2.8527    3.0998    3.1374    3.6029    3.8782    4.3729    5.0002    5.3190    5.4256
  1.6598  -37.5822  -37.5796  -37.5742  -18.4775  -18.4747  -18.4702  -18.3704  -18.3682  -18.3641  -18.3301  -18.3282  -18.3228   -9.9583   -9.9439   -9.8588   -9.8262   -9.7379   -9.7204   -3.5303   -3.3779   -3.2301   -2.9199   -2.8296   -2.8020   -2.3425   -1.9865   -1.8889   -1.8551   -1.7073   -1.7029   -1.3886   -1.3679   -1.3107   -1.2988   -1.1842   -1.1331    1.7275    1.8458    2.2905    2.7915    3.0071    3.0245    3.6362    3.9569    4.3329    5.0184    5.3091    5.4896
  1.7163  -37.5816  -37.5790  -37.5737  -18.4879  -18.4851  -18.4806  -18.3673  -18.3651  -18.3610  -18.3324  -18.3305  -18.3251   -9.9309   -9.9138   -9.8400   -9.7942   -9.7179   -9.6976   -3.6481   -3.4574   -3.3626   -2.9842   -2.9260   -2.8419   -2.1739   -1.9398   -1.9310   -1.9090   -1.7457   -1.6223   -1.4142   -1.4049   -1.3881   -1.3650   -1.2082   -1.1749    1.5565    1.8628    2.2069    2.7496    2.9117    2.9567    3.6678    4.0415    4.2865    5.0333    5.2285    5.3907
  1.7728  -37.5813  -37.5787  -37.5733  -18.4943  -18.4915  -18.4870  -18.3654  -18.3631  -18.3590  -18.3338  -18.3319  -18.3265   -9.9111   -9.9000   -9.8303   -9.7720   -9.6997   -9.6867   -3.7204   -3.4993   -3.4527   -3.0181   -2.9896   -2.8694   -2.0311   -1.9546   -1.9436   -1.9133   -1.7691   -1.5537   -1.4458   -1.4420   -1.4305   -1.4257   -1.2199   -1.2035    1.4463    1.9190    2.1069    2.7254    2.8677    2.9022    3.6900    4.1171    4.2368    5.0543    5.1489    5.3926
  1.8293  -37.5812  -37.5786  -37.5732  -18.4965  -18.4937  -18.4892  -18.3647  -18.3625  -18.3584  -18.3343  -18.3324  -18.3270   -9.9007   -9.8994   -9.8272   -9.7643   -9.6881   -9.6879   -3.7447   -3.4988   -3.4981   -3.0210   -3.0195   -2.8791   -1.9600   -1.9576   -1.9392   -1.9368   -1.7769   -1.5212   -1.4647   -1.4639   -1.4515   -1.4407   -1.2186   -1.2182    1.4082    2.0043    2.0057    2.7174    2.8682    2.8696    3.6980    4.1804    4.1825    5.0796    5.0913    5.4071
  1.8293  -37.5812  -37.5785  -37.5732  -18.4970  -18.4945  -18.4893  -18.3647  -18.3625  -18.3583  -18.3340  -18.3317  -18.3272   -9.9144   -9.8617   -9.8605   -9.7282   -9.7278   -9.6713   -3.6801   -3.6774   -3.2957   -3.1905   -2.9106   -2.9079   -2.0491   -2.0012   -1.8605   -1.8584   -1.6879   -1.6828   -1.4799   -1.4354   -1.4316   -1.3586   -1.3578   -1.1642    1.6164    1.6196    2.1729    2.7460    2.7475    2.9939    3.8297    3.8359    4.4429    4.9457    5.2992    5.4381
  1.8830  -37.5813  -37.5787  -37.5733  -18.4951  -18.4926  -18.4874  -18.3652  -18.3631  -18.3589  -18.3335  -18.3313  -18.3268   -9.9192   -9.8763   -9.8530   -9.7466   -9.7213   -9.6760   -3.6660   -3.6508   -3.2738   -3.1761   -2.9189   -2.8793   -2.0804   -1.9927   -1.8526   -1.8503   -1.7508   -1.6795   -1.4573   -1.4259   -1.4005   -1.3525   -1.3500   -1.1584    1.5748    1.7055    2.1740    2.7334    2.7779    3.0114    3.7747    3.8836    4.4301    4.9526    5.2694    5.4524
  1.9366  -37.5816  -37.5790  -37.5736  -18.4895  -18.4869  -18.4817  -18.3669  -18.3648  -18.3606  -18.3323  -18.3300  -18.3255   -9.9338   -9.8971   -9.8550   -9.7733   -9.7276   -9.6891   -3.6132   -3.5826   -3.2088   -3.1337   -2.9070   -2.8325   -2.1618   -1.9671   -1.8562   -1.8296   -1.8259   -1.7087   -1.4005   -1.3886   -1.3568   -1.3335   -1.3275   -1.1410    1.5788    1.8318    2.1789    2.7400    2.8250    3.0611    3.7077    3.9312    4.3926    4.9757    5.3340    5.3978
  1.9903  -37.5821  -37.5795  -37.5741  -18.4803  -18.4778  -18.4725  -18.3697  -18.3675  -18.3633  -18.3303  -18.3280  -18.3235   -9.9589   -9.9227   -9.8739   -9.7996   -9.7465   -9.7084   -3.5236   -3.4756   -3.1031   -3.0662   -2.8739   -2.7760   -2.2709   -1.9697   -1.9249   -1.7921   -1.7852   -1.7478   -1.3415   -1.3277   -1.3259   -1.3024   -1.2903   -1.1123    1.6291    1.9894    2.1910    2.7694    2.8863    3.1355    3.6334    3.9812    4.3335    5.0079    5.3433    5.4661
  2.0439  -37.5828  -37.5802  -37.5748  -18.4679  -18.4653  -18.4601  -18.3734  -18.3712  -18.3671  -18.3275  -18.3253  -18.3208   -9.9950   -9.9522   -9.9139   -9.8187   -9.7767   -9.7307   -3.4020   -3.3326   -2.9855   -2.9575   -2.8209   -2.7259   -2.3851   -2.0624   -1.8669   -1.7870   -1.7412   -1.7281   -1.3171   -1.2931   -1.2604   -1.2452   -1.2388   -1.0726    1.7217    2.1683    2.2139    2.8258    2.9596    3.2220    3.5579    4.0389    4.2601    5.0355    5.2611    5.3117
  2.0976  -37.5836  -37.5810  -37.5756  -18.4527  -18.4502  -18.4449  -18.3779  -18.3757  -18.3716  -18.3242  -18.3219  -18.3174  -10.0417   -9.9852   -9.9680   -9.8349   -9.8155   -9.7535   -3.2573   -3.1580   -2.9155   -2.7831   -2.7491   -2.7087   -2.4658   -2.1002   -1.8212   -1.7942   -1.6779   -1.6552   -1.3196   -1.2485   -1.2089   -1.1735   -1.1617   -1.0225    1.8502    2.2497    2.3550    2.9133    3.0422    3.3022    3.4931    4.1050    4.1882    5.0583    5.2359    5.3179
  2.1512  -37.5846  -37.5820  -37.5766  -18.4354  -18.4328  -18.4275  -18.3829  -18.3808  -18.3766  -18.3204  -18.3181  -18.3136  -10.0973  -10.0289  -10.0213   -9.8598   -9.8523   -9.7749   -3.1049   -2.9633   -2.9255   -2.7367   -2.6574   -2.5894   -2.4347   -2.0603   -1.8457   -1.7084   -1.6037   -1.5673   -1.3232   -1.2102   -1.1500   -1.0953   -1.0780   -0.9626    2.0077    2.2985    2.5337    3.0263    3.1312    3.3510    3.4635    4.1441    4.1771    5.0157    5.1499    5.2346
  2.2049  -37.5856  -37.5830  -37.5777  -18.4167  -18.4141  -18.4087  -18.3881  -18.3860  -18.3819  -18.3162  -18.3140  -18.3095  -10.1588  -10.0918  -10.0610   -9.9056   -9.8722   -9.7944   -3.0223   -2.9711   -2.8674   -2.6805   -2.5400   -2.3984   -2.2649   -1.9577   -1.8528   -1.6118   -1.5203   -1.4656   -1.3144   -1.1791   -1.0858   -1.0059   -0.9953   -0.8938    2.1879    2.3568    2.6932    3.1251    3.2240    3.3500    3.5220    4.1513    4.2457    4.7918    5.0838    5.1643
  2.2586  -37.5867  -37.5841  -37.5787  -18.4001  -18.3976  -18.3929  -18.3906  -18.3882  -18.3835  -18.3119  -18.3096  -18.3051  -10.2232  -10.1538  -10.1045   -9.9491   -9.8944   -9.8117   -3.1508   -2.9400   -2.8849   -2.4513   -2.3946   -2.2042   -2.0224   -1.8290   -1.8198   -1.5071   -1.4296   -1.3516   -1.2808   -1.1535   -1.0186   -0.9149   -0.9075   -0.8170    2.3854    2.4163    2.8311    3.1768    3.3121    3.3184    3.7023    4.2035    4.2927    4.6536    5.0446    5.1421
  2.3122  -37.5878  -37.5852  -37.5798  -18.4014  -18.3993  -18.3952  -18.3748  -18.3722  -18.3668  -18.3076  -18.3053  -18.3008  -10.2872  -10.2125  -10.1516   -9.9870   -9.9183   -9.8270   -3.2834   -3.0253   -2.8556   -2.2436   -2.1997   -1.9971   -1.7550   -1.7512   -1.6665   -1.3981   -1.3340   -1.2277   -1.2136   -1.1273   -0.9513   -0.8379   -0.8039   -0.7335    2.4623    2.5951    2.9427    3.2291    3.2749    3.4129    3.9541    4.2739    4.3205    4.5387    4.9073    5.0303
  2.3659  -37.5889  -37.5863  -37.5809  -18.4066  -18.4045  -18.4004  -18.3557  -18.3531  -18.3476  -18.3034  -18.3011  -18.2966  -10.3482  -10.2659  -10.2007  -10.0178   -9.9432   -9.8403   -3.4090   -3.1019   -2.8725   -2.1213   -1.9582   -1.7817   -1.6170   -1.5095   -1.4675   -1.2893   -1.2362   -1.1101   -1.0977   -1.0874   -0.8862   -0.7659   -0.6992   -0.6450    2.4772    2.8105    3.0233    3.2734    3.3208    3.5052    4.2319    4.2748    4.3421    4.5184    4.7187    4.7980
  2.4195  -37.5898  -37.5872  -37.5818  -18.4116  -18.4095  -18.4055  -18.3377  -18.3351  -18.3295  -18.2995  -18.2973  -18.2927  -10.4037  -10.3122  -10.2493  -10.0411   -9.9681   -9.8516   -3.5220   -3.1643   -2.9193   -2.0342   -1.7661   -1.5665   -1.4334   -1.3461   -1.1859   -1.1819   -1.1391   -1.0157   -0.9736   -0.9679   -0.8241   -0.7006   -0.5990   -0.5538    2.4548    3.0216    3.0879    3.3205    3.4434    3.5911    4.1854    4.2478    4.3598    4.4630    4.5625    4.6706
